Family,Father,Mother,Gender,Height,Kids,Father(cm),mother(cm),Height(cm)
25,66.1 ,60.2 ,F,61.0 ,2,168,153,155
25,66.1 ,60.2 ,F,59.8 ,2,168,153,152
26,66.1 ,59.8 ,M,66.9 ,3,168,152,170
26,66.1 ,59.8 ,M,68.1 ,3,168,152,173
26,66.1 ,59.8 ,M,66.9 ,3,168,152,170
27,69.3 ,64.2 ,F,62.2 ,2,176,163,158
27,69.3 ,64.2 ,F,63.8 ,2,176,163,162
28,71.3 ,66.1 ,F,66.0 ,1,181,168,167.6
29,66.9 ,61.0 ,M,68.9 ,3,170,155,175
29,66.9 ,61.0 ,F,65.0 ,3,170,155,165
29,66.9 ,61.0 ,F,63.0 ,3,170,155,160
30,66.9 ,63.0 ,F,64.2 ,1,170,160,163
31,68.9 ,64.2 ,M,70.5 ,1,175,163,179
32,68.5 ,60.6 ,M,70.5 ,1,174,154,179
33,69.3 ,60.6 ,F,66.9 ,2,176,154,170
33,69.3 ,60.6 ,M,72.0 ,2,176,154,183
34,66.9 ,63.0 ,F,65.1 ,1,170,160,165.4
35,66.9 ,63.0 ,F,64.4 ,1,170,160,163.7
36,66.5 ,61.0 ,F,63.0 ,2,169,155,160
36,66.5 ,61.0 ,F,59.1 ,2,169,155,150
37,68.0 ,63.5 ,F,66.2 ,1,172.8,161.2,168.1
38,70.4 ,61.4 ,F,62.5 ,2,178.9,156,158.7
38,70.4 ,61.4 ,M,66.9 ,2,178.9,156,170
39,66.1 ,62.6 ,F,59.8 ,1,168,159,151.8
40,65.0 ,61.4 ,F,64.6 ,2,165,156,164
40,65.0 ,61.4 ,F,63.4 ,2,165,156,161
41,69.3 ,63.0 ,F,62.4 ,1,176,160,158.4
42,70.5 ,62.2 ,M,69.7 ,1,179,158,177
43,65.4 ,66.1 ,M,69.6 ,1,166,168,176.7
44,66.1 ,62.2 ,F,61.0 ,2,168,158,155
44,66.1 ,62.2 ,M,66.5 ,2,168,158,168.9
45,68.5 ,61.0 ,F,61.8 ,1,174,155,157
46,68.1 ,63.4 ,M,69.3 ,1,173,161,176
47,66.9 ,61.0 ,F,65.4 ,1,170,155,166
48,69.3 ,66.1 ,F,65.6 ,1,176,168,166.6
49,68.1 ,62.6 ,F,62.1 ,1,173,159,157.8
50,66.1 ,60.2 ,F,61.0 ,2,168,153,155
50,66.1 ,60.2 ,M,70.1 ,2,168,153,178
51,68.9 ,60.6 ,F,63.4 ,1,175,154,161
52,69.3 ,61.4 ,F,61.8 ,1,176,156,157
53,67.7 ,64.6 ,F,65.7 ,2,172,164,167
53,67.7 ,64.6 ,M,70.1 ,2,172,164,178
54,70.5 ,65.4 ,F,64.2 ,1,179,166,163
55,68.1 ,59.8 ,F,62.5 ,2,173,152,158.7
55,68.1 ,59.8 ,F,61.0 ,2,173,152,155
56,68.9 ,63.4 ,F,64.5 ,1,175,161,163.8
57,66.1 ,63.8 ,F,64.2 ,2,168,162,163
57,66.1 ,63.8 ,M,66.9 ,2,168,162,170
58,66.5 ,60.2 ,F,64.6 ,2,169,153,164.1
58,66.5 ,60.2 ,M,66.9 ,2,169,153,170
59,69.7 ,62.2 ,F,63.2 ,2,177,158,160.5
59,69.7 ,62.2 ,F,63.2 ,2,177,158,160.5
60,65.0 ,63.8 ,F,66.9 ,1,165,162,170
61,66.5 ,67.3 ,F,64.6 ,2,169,171,164
61,66.5 ,67.3 ,M,68.5 ,2,169,171,174
62,71.3 ,65.0 ,F,65.4 ,1,181,165,166
63,67.7 ,58.3 ,F,60.9 ,2,172,148,154.8
63,67.7 ,58.3 ,F,60.6 ,2,172,148,154
64,70.1 ,63.0 ,F,62.2 ,1,178,160,158
65,68.4 ,65.0 ,F,68.9 ,2,173.7,165,175
65,68.4 ,65.0 ,F,66.9 ,2,173.7,165,170
66,68.9 ,64.2 ,F,65.2 ,2,175,163,165.5
66,68.9 ,64.2 ,M,69.7 ,2,175,163,177
67,67.9 ,64.5 ,M,68.2 ,2,172.4,163.8,173.2
67,67.9 ,64.5 ,M,68.1 ,2,172.4,163.8,173.1
68,70.1 ,60.6 ,F,63.0 ,4,178,154,160
68,70.1 ,60.6 ,F,63.0 ,4,178,154,160
68,70.1 ,60.6 ,M,71.3 ,4,178,154,181
68,70.1 ,60.6 ,M,69.7 ,4,178,154,177
69,66.9 ,59.1 ,F,61.9 ,2,170,150,157.3
69,66.9 ,59.1 ,F,59.1 ,2,170,150,150
70,64.2 ,62.2 ,F,65.1 ,2,163,158,165.4
70,64.2 ,62.2 ,M,68.5 ,2,163,158,174
71,66.9 ,64.2 ,F,62.2 ,2,170,163,158
71,66.9 ,64.2 ,M,66.9 ,2,170,163,170
72,67.3 ,61.8 ,F,67.4 ,1,171,157,171.2
73,66.1 ,68.1 ,F,66.5 ,1,168,173,169
74,66.9 ,62.2 ,F,59.8 ,1,170,158,152
75,68.1 ,64.6 ,F,66.1 ,2,173,164,168
75,68.1 ,64.6 ,M,70.5 ,2,173,164,179
76,66.1 ,60.2 ,F,65.0 ,1,168,153,165
77,67.3 ,65.4 ,F,65.4 ,2,171,166,166
77,67.3 ,65.4 ,F,61.8 ,2,171,166,157
78,67.7 ,61.4 ,F,64.2 ,2,172,156,163
78,67.7 ,61.4 ,F,63.0 ,2,172,156,160
79,66.9 ,61.8 ,F,62.2 ,2,170,157,158
79,66.9 ,61.8 ,M,65.0 ,2,170,157,165
80,67.3 ,62.6 ,F,63.7 ,1,171,159,161.7
81,67.7 ,64.3 ,F,64.3 ,2,172,163.4,163.2
81,67.7 ,64.3 ,M,70.2 ,2,172,163.4,178.2
82,69.3 ,61.4 ,F,62.2 ,3,176,156,158
82,69.3 ,61.4 ,F,60.6 ,3,176,156,154
82,69.3 ,61.4 ,M,70.1 ,3,176,156,178
83,70.9 ,62.6 ,F,63.4 ,1,180,159,161
84,67.0 ,55.7 ,F,60.6 ,1,170.2,141.6,153.8
85,66.5 ,62.3 ,F,62.0 ,1,168.9,158.3,157.4
86,67.7 ,66.1 ,M,72.4 ,2,172,168,183.8
86,67.7 ,66.1 ,M,71.5 ,2,172,168,181.6
87,67.3 ,64.0 ,F,66.5 ,2,171,162.5,168.8
87,67.3 ,64.0 ,F,65.4 ,2,171,162.5,166
88,67.2 ,65.3 ,F,64.3 ,2,170.6,165.8,163.2
88,67.2 ,65.3 ,M,68.2 ,2,170.6,165.8,173.2
89,70.1 ,63.0 ,F,66.5 ,2,178,160,169
89,70.1 ,63.0 ,M,72.0 ,2,178,160,183
90,66.9 ,61.0 ,M,67.3 ,2,170,155,171
90,66.9 ,61.0 ,M,66.8 ,2,170,155,169.6
91,68.1 ,67.7 ,M,68.1 ,1,173,172,173
93,70.1 ,64.2 ,F,65.9 ,1,178,163,167.3
94,64.6 ,66.9 ,F,65.9 ,2,164,170,167.5
94,64.6 ,66.9 ,M,68.7 ,2,164,170,174.5
95,70.1 ,61.8 ,F,62.9 ,2,178,157,159.8
95,70.1 ,61.8 ,M,70.9 ,2,178,157,180
96,70.1 ,62.6 ,F,66.0 ,3,178,159,167.7
96,70.1 ,62.6 ,F,64.2 ,3,178,159,163
96,70.1 ,62.6 ,F,64.2 ,3,178,159,163
97,64.2 ,61.0 ,M,65.7 ,1,163,155,167
98,68.9 ,67.3 ,F,68.1 ,1,175,171,173.1
99,67.7 ,61.0 ,F,58.6 ,2,172,155,148.9
99,67.7 ,61.0 ,M,66.5 ,2,172,155,169
100,70.9 ,66.9 ,F,66.1 ,1,180,170,168
101,70.1 ,63.0 ,F,65.0 ,2,178,160,165
101,70.1 ,63.0 ,F,64.1 ,2,178,160,162.8
102,68.5 ,63.8 ,F,62.8 ,2,174.1,162.1,159.5
102,68.5 ,63.8 ,M,68.7 ,2,174.1,162.1,174.5
103,66.1 ,63.0 ,F,66.1 ,2,168,160,168
103,66.1 ,63.0 ,M,69.3 ,2,168,160,176
104,67.9 ,65.2 ,M,69.8 ,1,172.5,165.7,177.3
105,70.1 ,62.6 ,F,67.3 ,1,178,159,171
106,67.0 ,64.2 ,F,62.9 ,2,170.2,163,159.8
106,67.0 ,64.2 ,M,66.9 ,2,170.2,163,170
107,67.7 ,65.7 ,F,65.7 ,2,172,167,167
107,67.7 ,65.7 ,M,72.8 ,2,172,167,185
108,65.4 ,62.0 ,F,61.0 ,2,166,157.5,155
108,65.4 ,62.0 ,M,68.3 ,2,166,157.5,173.5
109,70.5 ,63.8 ,M,72.0 ,1,179,162,182.8
110,66.9 ,64.6 ,F,65.4 ,4,170,164,166
110,66.9 ,64.6 ,F,65.0 ,4,170,164,165
110,66.9 ,64.6 ,F,63.8 ,4,170,164,162
110,66.9 ,64.6 ,M,68.9 ,4,170,164,175
111,70.9 ,64.2 ,F,66.9 ,2,180,163,170
111,70.9 ,64.2 ,M,70.9 ,2,180,163,180
112,67.3 ,65.0 ,M,71.3 ,2,171,165,181
112,67.3 ,65.0 ,M,70.1 ,2,171,165,178
113,68.9 ,68.5 ,F,65.7 ,4,175,174,167
113,68.9 ,68.5 ,F,65.0 ,4,175,174,165
113,68.9 ,68.5 ,M,72.0 ,4,175,174,183
113,68.9 ,68.5 ,M,70.9 ,4,175,174,180
114,63.0 ,63.0 ,M,68.9 ,2,160,160,175
114,63.0 ,63.0 ,M,68.9 ,2,160,160,175
115,66.9 ,61.4 ,F,64.2 ,2,170,156,163
115,66.9 ,61.4 ,M,69.3 ,2,170,156,176
116,70.1 ,62.2 ,M,71.3 ,2,178,158,181.1
116,70.1 ,62.2 ,M,68.5 ,2,178,158,174
117,67.9 ,62.2 ,F,62.3 ,2,172.5,158,158.3
117,67.9 ,62.2 ,M,68.8 ,2,172.5,158,174.8
118,70.9 ,64.2 ,F,65.7 ,3,180,163,167
118,70.9 ,64.2 ,F,61.8 ,3,180,163,157
118,70.9 ,64.2 ,M,67.3 ,3,180,163,171
119,69.7 ,66.9 ,M,68.3 ,1,177,170,173.5
120,71.7 ,65.0 ,F,67.8 ,1,182,165,172.1
121,64.6 ,61.8 ,F,62.2 ,2,164,157,158
121,64.6 ,61.8 ,M,66.5 ,2,164,157,169
122,67.9 ,61.9 ,F,62.5 ,1,172.4,157.1,158.7
123,66.3 ,64.1 ,F,60.0 ,2,168.4,162.8,152.3
123,66.3 ,64.1 ,M,67.1 ,2,168.4,162.8,170.5
124,68.1 ,64.6 ,F,65.6 ,3,173,164,166.7
124,68.1 ,64.6 ,F,65.4 ,3,173,164,166
124,68.1 ,64.6 ,F,64.2 ,3,173,164,163
126,70.1 ,64.1 ,M,70.9 ,1,178,162.8,180
127,66.1 ,61.0 ,F,59.8 ,1,168,155,152
128,69.3 ,62.2 ,F,63.1 ,3,176,158,160.3
128,69.3 ,62.2 ,M,69.7 ,3,176,158,177
128,69.3 ,62.2 ,M,64.2 ,3,176,158,163
129,67.0 ,61.9 ,F,64.3 ,2,170.2,157.2,163.4
129,67.0 ,61.9 ,F,64.0 ,2,170.2,157.2,162.6
130,65.0 ,64.6 ,F,59.8 ,2,165,164,152
130,65.0 ,64.6 ,F,59.1 ,2,165,164,150
131,68.4 ,61.4 ,F,63.9 ,1,173.8,156,162.2
132,70.9 ,65.0 ,F,63.0 ,1,180,165,160
133,66.1 ,59.8 ,M,67.7 ,2,168,152,172
133,66.1 ,59.8 ,M,67.7 ,2,168,152,172
134,68.9 ,63.0 ,F,64.6 ,2,175,160,164
134,68.9 ,63.0 ,F,61.7 ,2,175,160,156.7
135,66.1 ,62.2 ,F,62.2 ,2,168,158,158
135,66.1 ,62.2 ,M,67.3 ,2,168,158,171
136,68.1 ,64.2 ,M,72.0 ,1,173,163,183
137,68.5 ,60.2 ,F,63.0 ,3,174,153,160
137,68.5 ,60.2 ,F,62.2 ,3,174,153,158
137,68.5 ,60.2 ,M,69.5 ,3,174,153,176.5
138,68.3 ,63.8 ,F,63.7 ,1,173.5,162.1,161.9
139,67.4 ,61.9 ,F,60.7 ,2,171.2,157.3,154.3
139,67.4 ,61.9 ,M,66.3 ,2,171.2,157.3,168.5
140,72.2 ,65.8 ,M,70.2 ,1,183.4,167.2,178.3
141,68.5 ,64.2 ,M,70.8 ,1,174,163,179.9
142,70.1 ,64.2 ,F,61.0 ,2,178,163,155
142,70.1 ,64.2 ,M,68.9 ,2,178,163,175
143,66.1 ,63.6 ,M,67.0 ,1,168,161.5,170.3
144,67.7 ,66.1 ,F,64.6 ,1,172,168,164
145,70.1 ,63.4 ,F,66.9 ,3,178,161,170
145,70.1 ,63.4 ,F,63.8 ,3,178,161,162
145,70.1 ,63.4 ,M,73.2 ,3,178,161,186
146,70.1 ,59.8 ,F,62.0 ,2,178,152,157.5
146,70.1 ,59.8 ,M,65.4 ,2,178,152,166
147,68.5 ,63.4 ,M,71.3 ,1,174,161,181
148,70.1 ,67.3 ,M,70.5 ,1,178,171,179
149,65.7 ,62.6 ,M,65.7 ,1,167,159,167
152,66.9 ,59.1 ,F,63.8 ,2,170,150,162
152,66.9 ,59.1 ,M,70.9 ,2,170,150,180
153,70.5 ,61.0 ,F,65.7 ,2,179,155,167
153,70.5 ,61.0 ,F,64.2 ,2,179,155,163
154,67.2 ,66.2 ,F,62.6 ,2,170.8,168.2,159
154,67.2 ,66.2 ,M,68.4 ,2,170.8,168.2,173.8
155,68.9 ,65.9 ,M,70.9 ,2,175,167.3,180
155,68.9 ,65.9 ,M,67.7 ,2,175,167.3,172
156,68.5 ,58.9 ,F,60.0 ,1,174,149.5,152.5
157,64.2 ,63.0 ,F,60.2 ,1,163,160,153
158,68.6 ,64.6 ,M,70.5 ,2,174.3,164.1,179.1
158,68.6 ,64.6 ,M,69.6 ,2,174.3,164.1,176.7
159,66.9 ,65.0 ,F,64.2 ,1,170,165,163
160,66.9 ,60.2 ,F,61.4 ,1,169.8,153,156
161,67.0 ,63.0 ,F,66.5 ,3,170.3,160.1,168.8
161,67.0 ,63.0 ,F,63.8 ,3,170.3,160.1,162.1
161,67.0 ,63.0 ,M,72.2 ,3,170.3,160.1,183.4
162,70.1 ,65.4 ,F,66.1 ,1,178,166,168
163,65.4 ,67.7 ,F,65.4 ,2,166,172,166
163,65.4 ,67.7 ,M,66.9 ,2,166,172,170
164,66.9 ,65.4 ,F,65.7 ,2,170,166,167
164,66.9 ,65.4 ,F,63.8 ,2,170,166,162
168,66.9 ,61.8 ,M,68.1 ,2,170,157,173
168,66.9 ,61.8 ,M,67.3 ,2,170,157,171
169,71.3 ,60.9 ,F,65.1 ,2,181,154.7,165.3
169,71.3 ,60.9 ,F,64.2 ,2,181,154.7,163
170,68.5 ,62.2 ,F,64.1 ,1,174,158,162.8
171,66.5 ,64.2 ,M,70.1 ,1,169,163,178
172,66.5 ,66.1 ,M,70.1 ,1,169,168,178
173,69.7 ,62.2 ,F,63.1 ,1,177,158,160.4
174,67.4 ,60.8 ,F,61.6 ,1,171.3,154.5,156.4
175,69.5 ,60.4 ,F,62.9 ,2,176.5,153.3,159.7
175,69.5 ,60.4 ,F,61.2 ,2,176.5,153.3,155.4
176,65.1 ,60.2 ,M,66.5 ,1,165.3,152.9,168.8
177,66.5 ,61.8 ,F,63.0 ,2,169,157,160
177,66.5 ,61.8 ,M,65.0 ,2,169,157,165
178,68.1 ,63.3 ,F,66.5 ,2,172.9,160.8,168.9
178,68.1 ,63.3 ,F,64.7 ,2,172.9,160.8,164.3
179,68.5 ,63.8 ,F,66.5 ,2,174,162,169
179,68.5 ,63.8 ,M,66.9 ,2,174,162,170
180,71.3 ,62.0 ,M,69.2 ,1,181.1,157.4,175.8
181,66.5 ,62.2 ,M,69.7 ,2,169,158,177
181,66.5 ,62.2 ,M,67.7 ,2,169,158,172
182,67.4 ,63.1 ,M,66.1 ,1,171.1,160.2,168
183,66.9 ,60.2 ,F,62.2 ,2,170,153,158
183,66.9 ,60.2 ,M,70.1 ,2,170,153,178
184,68.9 ,63.0 ,F,61.4 ,2,175,160,156
184,68.9 ,63.0 ,M,70.1 ,2,175,160,178
185,68.1 ,61.8 ,F,63.4 ,2,173,157,161
185,68.1 ,61.8 ,M,64.6 ,2,173,157,164
186,71.7 ,63.4 ,F,64.6 ,1,182,161,164
188,68.1 ,61.4 ,F,61.0 ,1,173,156,155
189,66.9 ,59.8 ,F,61.6 ,1,170,152,156.4
190,66.1 ,62.2 ,F,61.0 ,2,168,158,155
190,66.1 ,62.2 ,M,68.1 ,2,168,158,173
191,69.6 ,64.5 ,F,66.9 ,2,176.8,163.8,169.8
191,69.6 ,64.5 ,M,71.6 ,2,176.8,163.8,181.8
192,68.5 ,64.6 ,M,70.9 ,2,174,164,180
192,68.5 ,64.6 ,M,68.9 ,2,174,164,175
193,70.5 ,60.6 ,F,64.2 ,2,179,154,163
193,70.5 ,60.6 ,M,71.7 ,2,179,154,182
194,65.6 ,58.3 ,F,60.9 ,2,166.6,148.2,154.7
194,65.6 ,58.3 ,F,60.4 ,2,166.6,148.2,153.4
195,68.9 ,63.0 ,M,68.0 ,1,175,160,172.8
196,66.9 ,64.3 ,M,68.1 ,2,170,163.2,173
196,66.9 ,64.3 ,M,64.6 ,2,170,163.2,164
197,70.9 ,63.8 ,F,66.9 ,1,180,162,170
198,70.5 ,58.3 ,F,66.1 ,2,179,148,168
198,70.5 ,58.3 ,M,70.9 ,2,179,148,180.2
199,67.7 ,61.0 ,M,69.7 ,2,172,155,177
199,67.7 ,61.0 ,M,66.9 ,2,172,155,170
200,70.5 ,63.4 ,F,62.2 ,2,179,161,158
200,70.5 ,63.4 ,M,68.5 ,2,179,161,174
201,72.0 ,64.2 ,F,68.3 ,1,183,163,173.6
202,67.7 ,64.6 ,F,61.3 ,1,172,164,155.6
203,71.1 ,61.3 ,M,69.5 ,2,180.5,155.6,176.6
203,71.1 ,61.3 ,M,68.4 ,2,180.5,155.6,173.8
204,70.9 ,63.0 ,F,66.5 ,3,180,160,169
204,70.9 ,63.0 ,F,65.4 ,3,180,160,166
204,70.9 ,63.0 ,M,70.1 ,3,180,160,178
205,68.9 ,61.0 ,F,64.7 ,3,175,155,164.3
205,68.9 ,61.0 ,F,63.1 ,3,175,155,160.3
205,68.9 ,61.0 ,F,61.5 ,3,175,155,156.3
206,68.2 ,62.5 ,F,64.4 ,1,173.2,158.7,163.5
207,66.9 ,63.7 ,F,62.9 ,1,170,161.8,159.8
208,69.2 ,65.0 ,F,66.9 ,2,175.8,165.2,170
208,69.2 ,65.0 ,F,63.0 ,2,175.8,165.2,160
209,63.8 ,64.2 ,F,61.8 ,3,162,163,157
209,63.8 ,64.2 ,M,67.3 ,3,162,163,171
209,63.8 ,64.2 ,M,65.0 ,3,162,163,165
210,68.1 ,65.7 ,F,67.4 ,2,173,167,171.3
210,68.1 ,65.7 ,M,70.1 ,2,173,167,178
211,69.3 ,63.0 ,F,62.2 ,2,176,160,158
211,69.3 ,63.0 ,M,70.1 ,2,176,160,178
212,67.3 ,63.0 ,F,64.5 ,2,171,160,163.8
212,67.3 ,63.0 ,F,64.2 ,2,171,160,163
213,70.1 ,62.2 ,F,64.2 ,2,178,158,163
213,70.1 ,62.2 ,F,63.0 ,2,178,158,160
216,66.9 ,63.4 ,F,63.0 ,1,170,161,160
217,72.8 ,63.4 ,M,71.3 ,1,185,161,181
218,64.0 ,63.2 ,F,61.6 ,1,162.5,160.5,156.5
219,67.6 ,60.4 ,F,64.2 ,1,171.6,153.4,163
220,66.9 ,60.2 ,F,64.5 ,2,170,153,163.8
220,66.9 ,60.2 ,F,62.2 ,2,170,153,158
221,66.5 ,62.2 ,F,61.4 ,1,169,158,156
222,69.0 ,66.1 ,M,72.9 ,1,175.3,168,185.2
223,65.7 ,66.1 ,M,70.1 ,1,167,168,178
224,65.7 ,66.1 ,M,70.1 ,1,167,168,178
225,68.5 ,64.2 ,F,63.0 ,3,174,163,160.1
225,68.5 ,64.2 ,F,61.8 ,3,174,163,157
225,68.5 ,64.2 ,M,66.4 ,3,174,163,168.7
226,70.9 ,62.9 ,F,61.3 ,1,180,159.7,155.7
227,65.1 ,57.2 ,M,67.0 ,1,165.4,145.4,170.2
228,67.3 ,63.0 ,F,62.6 ,1,171,160,159
229,66.1 ,64.2 ,F,64.5 ,2,168,163,163.9
229,66.1 ,64.2 ,F,63.0 ,2,168,163,160
230,66.9 ,63.0 ,F,62.7 ,2,170,160,159.2
230,66.9 ,63.0 ,F,61.0 ,2,170,160,155
231,70.9 ,62.2 ,F,64.2 ,2,180,158,163
231,70.9 ,62.2 ,M,70.9 ,2,180,158,180
232,71.3 ,65.0 ,F,66.9 ,3,181,165,170
232,71.3 ,65.0 ,F,66.8 ,3,181,165,169.7
232,71.3 ,65.0 ,F,64.7 ,3,181,165,164.3
233,65.0 ,63.0 ,M,69.9 ,2,165,160,177.6
233,65.0 ,63.0 ,M,68.9 ,2,165,160,175
234,66.1 ,66.9 ,F,67.3 ,2,168,170,171
234,66.1 ,66.9 ,F,66.1 ,2,168,170,168
235,70.1 ,63.8 ,F,66.1 ,1,178,162,168
236,66.1 ,63.0 ,M,68.9 ,2,168,160,175
236,66.1 ,63.0 ,M,66.9 ,2,168,160,169.8
237,68.1 ,62.2 ,F,57.9 ,1,173,158,147
238,70.9 ,66.9 ,F,68.9 ,2,180,170,175
238,70.9 ,66.9 ,F,66.1 ,2,180,170,168
239,65.4 ,63.8 ,F,65.3 ,3,166,162,165.8
239,65.4 ,63.8 ,F,62.9 ,3,166,162,159.7
239,65.4 ,63.8 ,M,72.1 ,3,166,162,183.2
240,67.9 ,62.8 ,F,63.9 ,3,172.5,159.6,162.4
240,67.9 ,62.8 ,F,63.1 ,3,172.5,159.6,160.2
240,67.9 ,62.8 ,F,62.6 ,3,172.5,159.6,158.9
241,68.5 ,61.0 ,F,58.5 ,1,174,155,148.6
242,67.7 ,61.4 ,F,62.6 ,2,172,156,159
242,67.7 ,61.4 ,F,61.4 ,2,172,156,156
243,66.1 ,63.0 ,F,63.0 ,2,168,160,160
243,66.1 ,63.0 ,M,67.2 ,2,168,160,170.6
244,68.5 ,65.7 ,F,63.8 ,3,174,167,162
244,68.5 ,65.7 ,M,70.5 ,3,174,167,179
244,68.5 ,65.7 ,M,70.1 ,3,174,167,178
245,67.3 ,63.3 ,M,67.0 ,1,170.9,160.8,170.3
246,63.0 ,60.2 ,F,61.4 ,1,160,153,156
247,65.7 ,62.2 ,F,63.8 ,1,167,158,162
248,68.7 ,64.6 ,F,66.7 ,2,174.5,164.1,169.5
248,68.7 ,64.6 ,F,61.0 ,2,174.5,164.1,155
249,69.7 ,60.2 ,F,66.1 ,2,177,153,167.9
249,69.7 ,60.2 ,M,71.3 ,2,177,153,181
250,65.0 ,64.2 ,F,65.4 ,2,165,163,166
250,65.0 ,64.2 ,M,66.1 ,2,165,163,168
251,70.1 ,61.8 ,F,64.2 ,2,178,157,163
251,70.1 ,61.8 ,F,63.4 ,2,178,157,161
252,69.3 ,64.2 ,M,69.4 ,2,176,163,176.2
252,69.3 ,64.2 ,M,68.9 ,2,176,163,175
253,70.9 ,65.4 ,M,69.7 ,1,180,166,177
254,68.7 ,61.9 ,F,62.5 ,1,174.5,157.3,158.7
255,65.9 ,64.0 ,M,67.6 ,1,167.5,162.5,171.6
256,64.6 ,60.6 ,M,67.4 ,1,164,154,171.1
257,67.7 ,65.0 ,F,62.9 ,2,172,165,159.8
257,67.7 ,65.0 ,M,71.3 ,2,172,165,181
258,68.9 ,61.0 ,F,62.1 ,2,175,155,157.8
258,68.9 ,61.0 ,M,68.1 ,2,175,155,173
259,70.5 ,64.0 ,F,64.8 ,2,179,162.5,164.7
259,70.5 ,64.0 ,F,60.7 ,2,179,162.5,154.3
260,70.2 ,63.4 ,F,61.3 ,1,178.2,161.1,155.8
261,66.1 ,62.2 ,F,63.7 ,1,168,158,161.8
262,66.1 ,61.0 ,F,61.0 ,2,168,155,155
262,66.1 ,61.0 ,M,70.1 ,2,168,155,178
263,70.1 ,63.4 ,F,65.4 ,2,178,161,166
263,70.1 ,63.4 ,F,62.2 ,2,178,161,158
264,68.5 ,63.0 ,F,63.4 ,2,174,160,161
264,68.5 ,63.0 ,M,69.7 ,2,174,160,177
265,68.5 ,65.4 ,F,66.7 ,2,174,166,169.5
265,68.5 ,65.4 ,F,64.4 ,2,174,166,163.5
266,67.7 ,63.8 ,F,63.8 ,2,172,162,162
266,67.7 ,63.8 ,M,69.3 ,2,172,162,176
267,66.1 ,63.0 ,F,62.6 ,2,168,160,159
267,66.1 ,63.0 ,M,68.1 ,2,168,160,173
268,67.1 ,66.1 ,F,65.5 ,1,170.5,168,166.3
269,72.2 ,65.5 ,F,64.8 ,2,183.5,166.4,164.6
269,72.2 ,65.5 ,M,71.8 ,2,183.5,166.4,182.4
270,70.9 ,61.4 ,F,64.2 ,2,180,156,163
270,70.9 ,61.4 ,M,70.9 ,2,180,156,180
271,65.4 ,61.0 ,M,66.5 ,2,166,155,168.8
