Family,Father,Mother,Gender,Height,Kids,Father(cm),mother(cm),Height(cm)
86,66.9,62.2,F,63.8,2,170.0,158.0,162.0
87,69.8,60.7,M,68.8,1,177.2,154.2,174.7
88,68.1,64.2,M,68.9,2,173.0,163.0,175.0
88,68.1,64.2,F,60.3,2,173.0,163.0,153.2
89,70.9,65.0,M,72.8,2,180.2,165.1,185.0
89,70.9,65.0,F,68.0,2,180.2,165.1,172.7
90,66.1,62.2,M,70.3,2,168.0,158.0,178.5
90,66.1,62.2,F,62.9,2,168.0,158.0,159.8
91,70.9,65.7,M,71.3,2,180.0,167.0,181.0
91,70.9,65.7,M,72.8,2,180.0,167.0,185.0
92,70.9,62.3,M,67.8,2,180.0,158.2,172.1
92,70.9,62.3,F,61.9,2,180.0,158.2,157.3
93,63.8,61.0,M,68.5,2,162.0,155.0,174.0
93,63.8,61.0,F,60.2,2,162.0,155.0,153.0
94,64.2,61.0,F,61.8,3,163.0,155.0,157.0
94,64.2,61.0,F,60.6,3,163.0,155.0,154.0
94,64.2,61.0,M,68.9,3,163.0,155.0,175.0
95,67.5,63.4,M,71.3,2,171.5,161.0,181.0
95,67.5,63.4,M,69.5,2,171.5,161.0,176.5
96,67.7,64.6,M,70.9,3,172.0,164.0,180.0
96,67.7,64.6,M,68.9,3,172.0,164.0,175.0
96,67.7,64.6,M,67.7,3,172.0,164.0,172.0
97,68.1,63.0,M,67.7,2,173.0,160.0,172.0
97,68.1,63.0,F,62.2,2,173.0,160.0,158.0
98,70.5,64.2,F,65.6,2,179.0,163.0,166.5
98,70.5,64.2,M,71.7,2,179.0,163.0,182.0
99,65.0,63.0,M,68.9,1,165.0,160.0,175.0
